filename	train_acc	val_acc	train_auc	val_auc	train_los	val_los	val_mmc	tn	fp	fn	tp	time	ep_stopped	index_fold	seed
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.947	0.917	0.992	0.972	0.159	0.238	0.845	12.0	0.0	2.0	10.0	482.277	136.0	1	1
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.87	0.833	0.954	0.868	0.313	0.488	0.707	12.0	0.0	4.0	8.0	514.545	19.0	1	2
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.034	0.053	1.0	12.0	0.0	0.0	11.0	565.13	500.0	1	3
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.971	0.826	0.994	0.932	0.135	0.392	0.664	9.0	3.0	1.0	10.0	600.148	165.0	1	4
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.923	0.87	0.987	0.932	0.207	0.315	0.74	9.0	2.0	1.0	11.0	632.616	100.0	1	5
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.885	0.826	0.967	0.886	0.29	0.425	0.659	8.0	3.0	1.0	11.0	663.334	38.0	1	6
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.981	0.913	0.999	0.955	0.084	0.243	0.84	11.0	0.0	2.0	10.0	705.635	274.0	1	7
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	1.0	1.0	1.0	0.035	0.057	1.0	11.0	0.0	0.0	12.0	757.275	500.0	1	8
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.938	0.87	0.988	0.947	0.202	0.342	0.763	8.0	3.0	0.0	12.0	792.233	106.0	1	9
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.971	0.826	0.996	0.947	0.126	0.357	0.664	10.0	1.0	3.0	9.0	830.5	200.0	2	0
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.865	0.875	0.96	0.924	0.308	0.365	0.775	9.0	3.0	0.0	12.0	861.927	22.0	2	1
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.958	1.0	0.986	0.053	0.138	0.92	11.0	1.0	0.0	12.0	909.116	404.0	2	2
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.947	0.783	0.99	0.924	0.192	0.408	0.568	9.0	3.0	2.0	9.0	947.205	144.0	2	3
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.933	0.87	0.984	0.962	0.195	0.272	0.74	11.0	1.0	2.0	9.0	981.693	87.0	2	4
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.957	0.913	0.992	0.886	0.153	0.393	0.84	11.0	0.0	2.0	10.0	1020.217	165.0	2	5
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.943	0.87	0.987	0.985	0.184	0.223	0.763	8.0	3.0	0.0	12.0	1054.269	110.0	2	6
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.981	0.826	0.994	0.939	0.132	0.357	0.699	11.0	0.0	4.0	8.0	1092.432	198.0	2	7
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.783	0.973	0.879	0.257	0.438	0.589	10.0	1.0	4.0	8.0	1125.507	48.0	2	8
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.986	0.87	0.998	0.955	0.091	0.277	0.742	10.0	1.0	2.0	10.0	1166.329	245.0	2	9
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.938	0.957	0.991	0.962	0.182	0.259	0.917	11.0	0.0	1.0	11.0	1203.302	127.0	3	0
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.899	0.792	0.97	0.833	0.255	0.487	0.585	10.0	2.0	3.0	9.0	1236.544	36.0	3	1
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.966	0.958	0.993	0.986	0.153	0.19	0.92	12.0	0.0	1.0	11.0	1273.44	146.0	3	2
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.943	0.87	0.988	0.939	0.188	0.266	0.74	11.0	1.0	2.0	9.0	1307.324	110.0	3	3
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.895	0.913	0.97	0.947	0.28	0.382	0.826	11.0	1.0	1.0	10.0	1340.801	40.0	3	4
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.957	1.0	1.0	0.037	0.079	0.917	11.0	0.0	1.0	11.0	1395.224	500.0	3	5
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.943	0.87	0.989	0.97	0.178	0.306	0.768	11.0	0.0	3.0	9.0	1432.883	121.0	3	6
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.976	0.826	0.997	0.932	0.121	0.407	0.652	9.0	2.0	2.0	10.0	1471.965	181.0	3	7
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.895	0.87	0.975	0.932	0.237	0.339	0.742	10.0	1.0	2.0	10.0	1507.883	47.0	3	8
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.826	1.0	0.955	0.037	0.246	0.652	9.0	2.0	2.0	10.0	1560.691	500.0	3	9
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.939	0.045	0.273	0.826	10.0	1.0	1.0	11.0	1615.488	500.0	4	0
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.995	0.875	0.999	0.958	0.07	0.277	0.753	11.0	1.0	2.0	10.0	1661.175	288.0	4	1
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.88	0.792	0.968	0.868	0.292	0.455	0.602	11.0	1.0	4.0	8.0	1694.454	20.0	4	2
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.957	0.998	0.992	0.092	0.109	0.916	12.0	0.0	1.0	10.0	1737.511	283.0	4	3
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.977	0.031	0.169	0.826	11.0	1.0	1.0	10.0	1791.732	500.0	4	4
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.971	0.826	0.993	0.955	0.158	0.319	0.652	9.0	2.0	2.0	10.0	1833.593	183.0	4	5
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.913	0.999	0.947	0.087	0.272	0.84	11.0	0.0	2.0	10.0	1878.909	278.0	4	6
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.871	0.87	0.969	0.864	0.293	0.438	0.74	9.0	2.0	1.0	11.0	1914.896	30.0	4	7
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.995	0.913	0.999	0.977	0.077	0.179	0.84	11.0	0.0	2.0	10.0	1964.061	366.0	4	8
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.99	0.913	0.997	0.939	0.097	0.409	0.837	9.0	2.0	0.0	12.0	2006.68	229.0	4	9
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.871	0.826	0.956	0.924	0.311	0.366	0.664	10.0	1.0	3.0	9.0	2041.721	23.0	5	0
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.928	0.833	0.988	0.91	0.217	0.441	0.676	9.0	3.0	1.0	11.0	2081.112	68.0	5	1
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.928	0.833	0.989	0.965	0.182	0.352	0.676	11.0	1.0	3.0	9.0	2120.461	98.0	5	2
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.992	0.034	0.174	0.84	10.0	2.0	0.0	11.0	2178.863	500.0	5	3
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	1.0	0.913	1.0	0.97	0.042	0.19	0.826	11.0	1.0	1.0	10.0	2236.723	500.0	5	4
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.909	0.87	0.974	0.955	0.251	0.306	0.742	10.0	1.0	2.0	10.0	2274.778	61.0	5	5
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.938	0.826	0.984	0.917	0.202	0.341	0.659	8.0	3.0	1.0	11.0	2314.077	102.0	5	6
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.919	0.826	0.983	0.947	0.214	0.315	0.652	9.0	2.0	2.0	10.0	2350.277	81.0	5	7
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.986	0.783	0.997	0.886	0.096	0.4	0.565	8.0	3.0	2.0	10.0	2393.133	235.0	5	8
/home/ubuntu/gene-abundance/experiment/results/fc_model/qtf_pc576_10_fillseqf_nb10_auy_gray/cirgenepc576_10_fillspix_r0p1.0eqfm0.0a1.0gray_nb10_auy_0.0_1.0qtf1000/a10_nonecaffe_estopc5_fc_o1adam_lr-1.0de0.0e500_20200225_140421c255.0di-1ch1dfc0.0file_sum_ok.txt	0.871	0.783	0.959	0.833	0.33	0.497	0.589	10.0	1.0	4.0	8.0	2427.187	28.0	5	9
